[2019/06/08 13:15:28][CONFIG][initLogger]  Logging initialized.
[2019/06/08 13:23:06][INFO][VerifySession]  request model is valid
[2019/06/08 13:23:06][INFO][VerifySession]  Attempting to verify session for email = user@newuser.com
 sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
[2019/06/08 13:23:06][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM users WHERE email = 'user@newuser.com'
[2019/06/08 13:23:06][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:23:06][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM sessions WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:23:06][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:23:06][INFO][VerifySession]  User found for user@newuser.com
[2019/06/08 13:23:06][INFO][VerifySession]  Session found for user user@newuser.com
[2019/06/08 13:23:06][INFO][VerifySession]  sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
 is still Active and Valid. Updating last used time
[2019/06/08 13:23:06][INFO][UpdateLastUsedTime]  Executing Query com.mysql.cj.jdbc.ClientPreparedStatement: UPDATE sessions SET lastUsed = '2019-06-08 13:23:06.172' WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:23:06][INFO][UpdateLastUsedTime]  Query executed successfully
[2019/06/08 13:23:06][INFO][VerifyPrivilege]  received Login request
[2019/06/08 13:23:06][INFO][VerifyPrivilege]  {"email":"user@newuser.com","plevel":3}
[2019/06/08 13:23:06][INFO][VerifyPrivilege]  request model is valid
[2019/06/08 13:23:06][INFO][VerifyPrivilege]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT plevel FROM users WHERE email = 'user@newuser.com'
[2019/06/08 13:23:06][INFO][VerifyPrivilege]  Query executed successfully
[2019/06/08 13:23:06][INFO][VerifyPrivilege]  User was found
[2019/06/08 13:23:06][INFO][VerifyPrivilege]  User has insufficient privilege
[2019/06/08 13:23:08][INFO][VerifySession]  received Verify Session request
[2019/06/08 13:23:08][INFO][VerifySession]  {"email":"user@newuser.com","sessionID":"ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71"}
[2019/06/08 13:23:08][INFO][VerifySession]  request model is valid
[2019/06/08 13:23:08][INFO][VerifySession]  Attempting to verify session for email = user@newuser.com
 sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
[2019/06/08 13:23:08][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM users WHERE email = 'user@newuser.com'
[2019/06/08 13:23:08][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:23:08][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM sessions WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:23:08][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:23:08][INFO][VerifySession]  User found for user@newuser.com
[2019/06/08 13:23:08][INFO][VerifySession]  Session found for user user@newuser.com
[2019/06/08 13:23:08][INFO][VerifySession]  sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
 is still Active and Valid. Updating last used time
[2019/06/08 13:23:08][INFO][UpdateLastUsedTime]  Executing Query com.mysql.cj.jdbc.ClientPreparedStatement: UPDATE sessions SET lastUsed = '2019-06-08 13:23:08.528' WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:23:08][INFO][UpdateLastUsedTime]  Query executed successfully
[2019/06/08 13:23:08][INFO][VerifyPrivilege]  received Login request
[2019/06/08 13:23:08][INFO][VerifyPrivilege]  {"email":"user@newuser.com","plevel":3}
[2019/06/08 13:23:08][INFO][VerifyPrivilege]  request model is valid
[2019/06/08 13:23:08][INFO][VerifyPrivilege]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT plevel FROM users WHERE email = 'user@newuser.com'
[2019/06/08 13:23:08][INFO][VerifyPrivilege]  Query executed successfully
[2019/06/08 13:23:08][INFO][VerifyPrivilege]  User was found
[2019/06/08 13:23:08][INFO][VerifyPrivilege]  User has insufficient privilege
[2019/06/08 13:23:09][INFO][VerifySession]  received Verify Session request
[2019/06/08 13:23:09][INFO][VerifySession]  {"email":"user@newuser.com","sessionID":"ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71"}
[2019/06/08 13:23:09][INFO][VerifySession]  request model is valid
[2019/06/08 13:23:09][INFO][VerifySession]  Attempting to verify session for email = user@newuser.com
 sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
[2019/06/08 13:23:09][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM users WHERE email = 'user@newuser.com'
[2019/06/08 13:23:09][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:23:09][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM sessions WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:23:09][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:23:09][INFO][VerifySession]  User found for user@newuser.com
[2019/06/08 13:23:09][INFO][VerifySession]  Session found for user user@newuser.com
[2019/06/08 13:23:09][INFO][VerifySession]  sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
 is still Active and Valid. Updating last used time
[2019/06/08 13:23:09][INFO][UpdateLastUsedTime]  Executing Query com.mysql.cj.jdbc.ClientPreparedStatement: UPDATE sessions SET lastUsed = '2019-06-08 13:23:09.983' WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:23:10][INFO][UpdateLastUsedTime]  Query executed successfully
[2019/06/08 13:23:10][INFO][VerifyPrivilege]  received Login request
[2019/06/08 13:23:10][INFO][VerifyPrivilege]  {"email":"user@newuser.com","plevel":3}
[2019/06/08 13:23:10][INFO][VerifyPrivilege]  request model is valid
[2019/06/08 13:23:10][INFO][VerifyPrivilege]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT plevel FROM users WHERE email = 'user@newuser.com'
[2019/06/08 13:23:10][INFO][VerifyPrivilege]  Query executed successfully
[2019/06/08 13:23:10][INFO][VerifyPrivilege]  User was found
[2019/06/08 13:23:10][INFO][VerifyPrivilege]  User has insufficient privilege
[2019/06/08 13:23:26][INFO][VerifySession]  received Verify Session request
[2019/06/08 13:23:26][INFO][VerifySession]  {"email":"user@newuser.com","sessionID":"ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71"}
[2019/06/08 13:23:26][INFO][VerifySession]  request model is valid
[2019/06/08 13:23:26][INFO][VerifySession]  Attempting to verify session for email = user@newuser.com
 sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
[2019/06/08 13:23:26][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM users WHERE email = 'user@newuser.com'
[2019/06/08 13:23:26][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:23:26][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM sessions WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:23:26][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:23:26][INFO][VerifySession]  User found for user@newuser.com
[2019/06/08 13:23:26][INFO][VerifySession]  Session found for user user@newuser.com
[2019/06/08 13:23:26][INFO][VerifySession]  sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
 is still Active and Valid. Updating last used time
[2019/06/08 13:23:26][INFO][UpdateLastUsedTime]  Executing Query com.mysql.cj.jdbc.ClientPreparedStatement: UPDATE sessions SET lastUsed = '2019-06-08 13:23:26.697' WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:23:26][INFO][UpdateLastUsedTime]  Query executed successfully
[2019/06/08 13:23:26][INFO][VerifyPrivilege]  received Login request
[2019/06/08 13:23:26][INFO][VerifyPrivilege]  {"email":"user@newuser.com","plevel":3}
[2019/06/08 13:23:26][INFO][VerifyPrivilege]  request model is valid
[2019/06/08 13:23:26][INFO][VerifyPrivilege]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT plevel FROM users WHERE email = 'user@newuser.com'
[2019/06/08 13:23:26][INFO][VerifyPrivilege]  Query executed successfully
[2019/06/08 13:23:26][INFO][VerifyPrivilege]  User was found
[2019/06/08 13:23:26][INFO][VerifyPrivilege]  User has insufficient privilege
[2019/06/08 13:23:30][INFO][VerifySession]  received Verify Session request
[2019/06/08 13:23:30][INFO][VerifySession]  {"email":"user@newuser.com","sessionID":"ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71"}
[2019/06/08 13:23:30][INFO][VerifySession]  request model is valid
[2019/06/08 13:23:30][INFO][VerifySession]  Attempting to verify session for email = user@newuser.com
 sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
[2019/06/08 13:23:30][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM users WHERE email = 'user@newuser.com'
[2019/06/08 13:23:30][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:23:30][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM sessions WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:23:30][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:23:30][INFO][VerifySession]  User found for user@newuser.com
[2019/06/08 13:23:30][INFO][VerifySession]  Session found for user user@newuser.com
[2019/06/08 13:23:30][INFO][VerifySession]  sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
 is still Active and Valid. Updating last used time
[2019/06/08 13:23:30][INFO][UpdateLastUsedTime]  Executing Query com.mysql.cj.jdbc.ClientPreparedStatement: UPDATE sessions SET lastUsed = '2019-06-08 13:23:30.963' WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:23:31][INFO][UpdateLastUsedTime]  Query executed successfully
[2019/06/08 13:23:36][INFO][VerifySession]  received Verify Session request
[2019/06/08 13:23:36][INFO][VerifySession]  {"email":"user@newuser.com","sessionID":"ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71"}
[2019/06/08 13:23:36][INFO][VerifySession]  request model is valid
[2019/06/08 13:23:36][INFO][VerifySession]  Attempting to verify session for email = user@newuser.com
 sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
[2019/06/08 13:23:36][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM users WHERE email = 'user@newuser.com'
[2019/06/08 13:23:36][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:23:36][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM sessions WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:23:36][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:23:36][INFO][VerifySession]  User found for user@newuser.com
[2019/06/08 13:23:36][INFO][VerifySession]  Session found for user user@newuser.com
[2019/06/08 13:23:36][INFO][VerifySession]  sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
 is still Active and Valid. Updating last used time
[2019/06/08 13:23:36][INFO][UpdateLastUsedTime]  Executing Query com.mysql.cj.jdbc.ClientPreparedStatement: UPDATE sessions SET lastUsed = '2019-06-08 13:23:36.822' WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:23:36][INFO][UpdateLastUsedTime]  Query executed successfully
[2019/06/08 13:23:47][INFO][VerifySession]  received Verify Session request
[2019/06/08 13:23:47][INFO][VerifySession]  {"email":"user@newuser.com","sessionID":"ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71"}
[2019/06/08 13:23:47][INFO][VerifySession]  request model is valid
[2019/06/08 13:23:47][INFO][VerifySession]  Attempting to verify session for email = user@newuser.com
 sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
[2019/06/08 13:23:47][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM users WHERE email = 'user@newuser.com'
[2019/06/08 13:23:47][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:23:47][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM sessions WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:23:47][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:23:47][INFO][VerifySession]  User found for user@newuser.com
[2019/06/08 13:23:47][INFO][VerifySession]  Session found for user user@newuser.com
[2019/06/08 13:23:47][INFO][VerifySession]  sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
 is still Active and Valid. Updating last used time
[2019/06/08 13:23:47][INFO][UpdateLastUsedTime]  Executing Query com.mysql.cj.jdbc.ClientPreparedStatement: UPDATE sessions SET lastUsed = '2019-06-08 13:23:47.238' WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:23:47][INFO][UpdateLastUsedTime]  Query executed successfully
[2019/06/08 13:23:58][INFO][VerifySession]  received Verify Session request
[2019/06/08 13:23:58][INFO][VerifySession]  {"email":"user@newuser.com","sessionID":"ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71"}
[2019/06/08 13:23:58][INFO][VerifySession]  request model is valid
[2019/06/08 13:23:58][INFO][VerifySession]  Attempting to verify session for email = user@newuser.com
 sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
[2019/06/08 13:23:58][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM users WHERE email = 'user@newuser.com'
[2019/06/08 13:23:58][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:23:58][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM sessions WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:23:58][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:23:58][INFO][VerifySession]  User found for user@newuser.com
[2019/06/08 13:23:58][INFO][VerifySession]  Session found for user user@newuser.com
[2019/06/08 13:23:58][INFO][VerifySession]  sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
 is still Active and Valid. Updating last used time
[2019/06/08 13:23:58][INFO][UpdateLastUsedTime]  Executing Query com.mysql.cj.jdbc.ClientPreparedStatement: UPDATE sessions SET lastUsed = '2019-06-08 13:23:58.674' WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:23:58][INFO][UpdateLastUsedTime]  Query executed successfully
[2019/06/08 13:24:07][INFO][VerifySession]  received Verify Session request
[2019/06/08 13:24:07][INFO][VerifySession]  {"email":"user@newuser.com","sessionID":"ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71"}
[2019/06/08 13:24:07][INFO][VerifySession]  request model is valid
[2019/06/08 13:24:07][INFO][VerifySession]  Attempting to verify session for email = user@newuser.com
 sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
[2019/06/08 13:24:08][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM users WHERE email = 'user@newuser.com'
[2019/06/08 13:24:08][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:24:08][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM sessions WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:24:08][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:24:08][INFO][VerifySession]  User found for user@newuser.com
[2019/06/08 13:24:08][INFO][VerifySession]  Session found for user user@newuser.com
[2019/06/08 13:24:08][INFO][VerifySession]  sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
 is still Active and Valid. Updating last used time
[2019/06/08 13:24:08][INFO][UpdateLastUsedTime]  Executing Query com.mysql.cj.jdbc.ClientPreparedStatement: UPDATE sessions SET lastUsed = '2019-06-08 13:24:08.094' WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:24:08][INFO][UpdateLastUsedTime]  Query executed successfully
[2019/06/08 13:24:12][INFO][VerifySession]  received Verify Session request
[2019/06/08 13:24:12][INFO][VerifySession]  {"email":"user@newuser.com","sessionID":"ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71"}
[2019/06/08 13:24:12][INFO][VerifySession]  request model is valid
[2019/06/08 13:24:12][INFO][VerifySession]  Attempting to verify session for email = user@newuser.com
 sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
[2019/06/08 13:24:12][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM users WHERE email = 'user@newuser.com'
[2019/06/08 13:24:12][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:24:12][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM sessions WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:24:12][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:24:12][INFO][VerifySession]  User found for user@newuser.com
[2019/06/08 13:24:12][INFO][VerifySession]  Session found for user user@newuser.com
[2019/06/08 13:24:12][INFO][VerifySession]  sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
 is still Active and Valid. Updating last used time
[2019/06/08 13:24:12][INFO][UpdateLastUsedTime]  Executing Query com.mysql.cj.jdbc.ClientPreparedStatement: UPDATE sessions SET lastUsed = '2019-06-08 13:24:12.878' WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:24:12][INFO][UpdateLastUsedTime]  Query executed successfully
[2019/06/08 13:24:47][INFO][VerifySession]  received Verify Session request
[2019/06/08 13:24:47][INFO][VerifySession]  {"email":"user@newuser.com","sessionID":"ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71"}
[2019/06/08 13:24:47][INFO][VerifySession]  request model is valid
[2019/06/08 13:24:47][INFO][VerifySession]  Attempting to verify session for email = user@newuser.com
 sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
[2019/06/08 13:24:47][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM users WHERE email = 'user@newuser.com'
[2019/06/08 13:24:47][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:24:47][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM sessions WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:24:47][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:24:47][INFO][VerifySession]  User found for user@newuser.com
[2019/06/08 13:24:47][INFO][VerifySession]  Session found for user user@newuser.com
[2019/06/08 13:24:47][INFO][VerifySession]  sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
 is still Active and Valid. Updating last used time
[2019/06/08 13:24:47][INFO][UpdateLastUsedTime]  Executing Query com.mysql.cj.jdbc.ClientPreparedStatement: UPDATE sessions SET lastUsed = '2019-06-08 13:24:47.985' WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:24:48][INFO][UpdateLastUsedTime]  Query executed successfully
[2019/06/08 13:24:58][INFO][VerifySession]  received Verify Session request
[2019/06/08 13:24:58][INFO][VerifySession]  {"email":"user@newuser.com","sessionID":"ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71"}
[2019/06/08 13:24:58][INFO][VerifySession]  request model is valid
[2019/06/08 13:24:58][INFO][VerifySession]  Attempting to verify session for email = user@newuser.com
 sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
[2019/06/08 13:24:58][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM users WHERE email = 'user@newuser.com'
[2019/06/08 13:24:58][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:24:58][INFO][VerifySession]  Executing query com.mysql.cj.jdbc.ClientPreparedStatement: SELECT * FROM sessions WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:24:58][INFO][VerifySession]  Query executed successfully
[2019/06/08 13:24:58][INFO][VerifySession]  User found for user@newuser.com
[2019/06/08 13:24:58][INFO][VerifySession]  Session found for user user@newuser.com
[2019/06/08 13:24:58][INFO][VerifySession]  sessionID = ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71
 is still Active and Valid. Updating last used time
[2019/06/08 13:24:58][INFO][UpdateLastUsedTime]  Executing Query com.mysql.cj.jdbc.ClientPreparedStatement: UPDATE sessions SET lastUsed = '2019-06-08 13:24:58.627' WHERE sessionID = 'ad2a3a4ea720cce5c9a9be2253186e27f88a1c097545840ff4f58824c490f168d6c2a4a9c329a6b4a99a9f27119bb84479454982aa29770cffaf18d8746d1d71'
[2019/06/08 13:24:58][INFO][UpdateLastUsedTime]  Query executed successfully
